分拣中心,日期,小时,货量
SC56,2023-12-04,23,98.22113
SC56,2023-12-05,0,98.22113
SC56,2023-12-05,1,98.22113
SC56,2023-12-05,2,98.22113
SC56,2023-12-05,3,98.22113
SC56,2023-12-05,4,98.22113
SC56,2023-12-05,5,98.22113
SC56,2023-12-05,6,98.22113
SC56,2023-12-05,7,98.22113
SC56,2023-12-05,8,98.22113
SC56,2023-12-05,9,98.22113
SC56,2023-12-05,10,98.22113
SC56,2023-12-05,11,98.22113
SC56,2023-12-05,12,98.22113
SC56,2023-12-05,13,98.22113
SC56,2023-12-05,14,98.22113
SC56,2023-12-05,15,98.22113
SC56,2023-12-05,16,98.22113
SC56,2023-12-05,17,98.22113
SC56,2023-12-05,18,98.22113
SC56,2023-12-05,19,98.22113
SC56,2023-12-05,20,98.22113
SC56,2023-12-05,21,98.22113
SC56,2023-12-05,22,98.22113
SC56,2023-12-05,23,98.22113
SC56,2023-12-06,0,98.22113
SC56,2023-12-06,1,98.22113
SC56,2023-12-06,2,98.22113
SC56,2023-12-06,3,98.22113
SC56,2023-12-06,4,98.22113
SC56,2023-12-06,5,98.22113
SC56,2023-12-06,6,98.22113
SC56,2023-12-06,7,98.22113
SC56,2023-12-06,8,98.22113
SC56,2023-12-06,9,98.22113
SC56,2023-12-06,10,98.22113
SC56,2023-12-06,11,98.22113
SC56,2023-12-06,12,98.22113
SC56,2023-12-06,13,98.22113
SC56,2023-12-06,14,98.22113
SC56,2023-12-06,15,98.22113
SC56,2023-12-06,16,98.22113
SC56,2023-12-06,17,98.22113
SC56,2023-12-06,18,98.22113
SC56,2023-12-06,19,98.22113
SC56,2023-12-06,20,98.22113
SC56,2023-12-06,21,98.22113
SC56,2023-12-06,22,98.22113
SC56,2023-12-06,23,98.22113
SC56,2023-12-07,0,98.22113
SC56,2023-12-07,1,98.22113
SC56,2023-12-07,2,98.22113
SC56,2023-12-07,3,98.22113
SC56,2023-12-07,4,98.22113
SC56,2023-12-07,5,98.22113
SC56,2023-12-07,6,98.22113
SC56,2023-12-07,7,98.22113
SC56,2023-12-07,8,98.22113
SC56,2023-12-07,9,98.22113
SC56,2023-12-07,10,98.22113
SC56,2023-12-07,11,98.22113
SC56,2023-12-07,12,98.22113
SC56,2023-12-07,13,98.22113
SC56,2023-12-07,14,98.22113
SC56,2023-12-07,15,98.22113
SC56,2023-12-07,16,98.22113
SC56,2023-12-07,17,98.22113
SC56,2023-12-07,18,98.22113
SC56,2023-12-07,19,98.22113
SC56,2023-12-07,20,98.22113
SC56,2023-12-07,21,98.22113
SC56,2023-12-07,22,98.22113
SC56,2023-12-07,23,98.22113
SC56,2023-12-08,0,98.22113
SC56,2023-12-08,1,98.22113
SC56,2023-12-08,2,98.22113
SC56,2023-12-08,3,98.22113
SC56,2023-12-08,4,98.22113
SC56,2023-12-08,5,98.22113
SC56,2023-12-08,6,98.22113
SC56,2023-12-08,7,98.22113
SC56,2023-12-08,8,98.22113
SC56,2023-12-08,9,98.22113
SC56,2023-12-08,10,98.22113
SC56,2023-12-08,11,98.22113
SC56,2023-12-08,12,98.22113
SC56,2023-12-08,13,98.22113
SC56,2023-12-08,14,98.22113
SC56,2023-12-08,15,98.22113
SC56,2023-12-08,16,98.22113
SC56,2023-12-08,17,98.22113
SC56,2023-12-08,18,98.22113
SC56,2023-12-08,19,98.22113
SC56,2023-12-08,20,98.22113
SC56,2023-12-08,21,98.22113
SC56,2023-12-08,22,98.22113
SC56,2023-12-08,23,98.22113
SC56,2023-12-09,0,98.22113
SC56,2023-12-09,1,98.22113
SC56,2023-12-09,2,98.22113
SC56,2023-12-09,3,98.22113
SC56,2023-12-09,4,98.22113
SC56,2023-12-09,5,98.22113
SC56,2023-12-09,6,98.22113
SC56,2023-12-09,7,98.22113
SC56,2023-12-09,8,98.22113
SC56,2023-12-09,9,98.22113
SC56,2023-12-09,10,98.22113
SC56,2023-12-09,11,98.22113
SC56,2023-12-09,12,98.22113
SC56,2023-12-09,13,98.22113
SC56,2023-12-09,14,98.22113
SC56,2023-12-09,15,98.22113
SC56,2023-12-09,16,98.22113
SC56,2023-12-09,17,98.22113
SC56,2023-12-09,18,98.22113
SC56,2023-12-09,19,98.22113
SC56,2023-12-09,20,98.22113
SC56,2023-12-09,21,98.22113
SC56,2023-12-09,22,98.22113
SC56,2023-12-09,23,98.22113
SC56,2023-12-10,0,98.22113
SC56,2023-12-10,1,98.22113
SC56,2023-12-10,2,98.22113
SC56,2023-12-10,3,98.22113
SC56,2023-12-10,4,98.22113
SC56,2023-12-10,5,98.22113
SC56,2023-12-10,6,98.22113
SC56,2023-12-10,7,98.22113
SC56,2023-12-10,8,98.22113
SC56,2023-12-10,9,98.22113
SC56,2023-12-10,10,98.22113
SC56,2023-12-10,11,98.22113
SC56,2023-12-10,12,98.22113
SC56,2023-12-10,13,98.22113
SC56,2023-12-10,14,98.22113
SC56,2023-12-10,15,98.22113
SC56,2023-12-10,16,98.22113
SC56,2023-12-10,17,98.22113
SC56,2023-12-10,18,98.22113
SC56,2023-12-10,19,98.22113
SC56,2023-12-10,20,98.22113
SC56,2023-12-10,21,98.22113
SC56,2023-12-10,22,98.22113
SC56,2023-12-10,23,98.22113
SC56,2023-12-11,0,98.22113
SC56,2023-12-11,1,98.22113
SC56,2023-12-11,2,98.22113
SC56,2023-12-11,3,98.22113
SC56,2023-12-11,4,98.22113
SC56,2023-12-11,5,98.22113
SC56,2023-12-11,6,98.22113
SC56,2023-12-11,7,98.22113
SC56,2023-12-11,8,98.22113
SC56,2023-12-11,9,98.22113
SC56,2023-12-11,10,98.22113
SC56,2023-12-11,11,98.22113
SC56,2023-12-11,12,98.22113
SC56,2023-12-11,13,98.22113
SC56,2023-12-11,14,98.22113
SC56,2023-12-11,15,98.22113
SC56,2023-12-11,16,98.22113
SC56,2023-12-11,17,98.22113
SC56,2023-12-11,18,98.22113
SC56,2023-12-11,19,98.22113
SC56,2023-12-11,20,98.22113
SC56,2023-12-11,21,98.22113
SC56,2023-12-11,22,98.22113
SC56,2023-12-11,23,98.22113
SC56,2023-12-12,0,98.22113
SC56,2023-12-12,1,98.22113
SC56,2023-12-12,2,98.22113
SC56,2023-12-12,3,98.22113
SC56,2023-12-12,4,98.22113
SC56,2023-12-12,5,98.22113
SC56,2023-12-12,6,98.22113
SC56,2023-12-12,7,98.22113
SC56,2023-12-12,8,98.22113
SC56,2023-12-12,9,98.22113
SC56,2023-12-12,10,98.22113
SC56,2023-12-12,11,98.22113
SC56,2023-12-12,12,98.22113
SC56,2023-12-12,13,98.22113
SC56,2023-12-12,14,98.22113
SC56,2023-12-12,15,98.22113
SC56,2023-12-12,16,98.22113
SC56,2023-12-12,17,98.22113
SC56,2023-12-12,18,98.22113
SC56,2023-12-12,19,98.22113
SC56,2023-12-12,20,98.22113
SC56,2023-12-12,21,98.22113
SC56,2023-12-12,22,98.22113
SC56,2023-12-12,23,98.22113
SC56,2023-12-13,0,98.22113
SC56,2023-12-13,1,98.22113
SC56,2023-12-13,2,98.22113
SC56,2023-12-13,3,98.22113
SC56,2023-12-13,4,98.22113
SC56,2023-12-13,5,98.22113
SC56,2023-12-13,6,98.22113
SC56,2023-12-13,7,98.22113
SC56,2023-12-13,8,98.22113
SC56,2023-12-13,9,98.22113
SC56,2023-12-13,10,98.22113
SC56,2023-12-13,11,98.22113
SC56,2023-12-13,12,98.22113
SC56,2023-12-13,13,98.22113
SC56,2023-12-13,14,98.22113
SC56,2023-12-13,15,98.22113
SC56,2023-12-13,16,98.22113
SC56,2023-12-13,17,98.22113
SC56,2023-12-13,18,98.22113
SC56,2023-12-13,19,98.22113
SC56,2023-12-13,20,98.22113
SC56,2023-12-13,21,98.22113
SC56,2023-12-13,22,98.22113
SC56,2023-12-13,23,98.22113
SC56,2023-12-14,0,98.22113
SC56,2023-12-14,1,98.22113
SC56,2023-12-14,2,98.22113
SC56,2023-12-14,3,98.22113
SC56,2023-12-14,4,98.22113
SC56,2023-12-14,5,98.22113
SC56,2023-12-14,6,98.22113
SC56,2023-12-14,7,98.22113
SC56,2023-12-14,8,98.22113
SC56,2023-12-14,9,98.22113
SC56,2023-12-14,10,98.22113
SC56,2023-12-14,11,98.22113
SC56,2023-12-14,12,98.22113
SC56,2023-12-14,13,98.22113
SC56,2023-12-14,14,98.22113
SC56,2023-12-14,15,98.22113
SC56,2023-12-14,16,98.22113
SC56,2023-12-14,17,98.22113
SC56,2023-12-14,18,98.22113
SC56,2023-12-14,19,98.22113
SC56,2023-12-14,20,98.22113
SC56,2023-12-14,21,98.22113
SC56,2023-12-14,22,98.22113
SC56,2023-12-14,23,98.22113
SC56,2023-12-15,0,98.22113
SC56,2023-12-15,1,98.22113
SC56,2023-12-15,2,98.22113
SC56,2023-12-15,3,98.22113
SC56,2023-12-15,4,98.22113
SC56,2023-12-15,5,98.22113
SC56,2023-12-15,6,98.22113
SC56,2023-12-15,7,98.22113
SC56,2023-12-15,8,98.22113
SC56,2023-12-15,9,98.22113
SC56,2023-12-15,10,98.22113
SC56,2023-12-15,11,98.22113
SC56,2023-12-15,12,98.22113
SC56,2023-12-15,13,98.22113
SC56,2023-12-15,14,98.22113
SC56,2023-12-15,15,98.22113
SC56,2023-12-15,16,98.22113
SC56,2023-12-15,17,98.22113
SC56,2023-12-15,18,98.22113
SC56,2023-12-15,19,98.22113
SC56,2023-12-15,20,98.22113
SC56,2023-12-15,21,98.22113
SC56,2023-12-15,22,98.22113
SC56,2023-12-15,23,98.22113
SC56,2023-12-16,0,98.22113
SC56,2023-12-16,1,98.22113
SC56,2023-12-16,2,98.22113
SC56,2023-12-16,3,98.22113
SC56,2023-12-16,4,98.22113
SC56,2023-12-16,5,98.22113
SC56,2023-12-16,6,98.22113
SC56,2023-12-16,7,98.22113
SC56,2023-12-16,8,98.22113
SC56,2023-12-16,9,98.22113
SC56,2023-12-16,10,98.22113
SC56,2023-12-16,11,98.22113
SC56,2023-12-16,12,98.22113
SC56,2023-12-16,13,98.22113
SC56,2023-12-16,14,98.22113
SC56,2023-12-16,15,98.22113
SC56,2023-12-16,16,98.22113
SC56,2023-12-16,17,98.22113
SC56,2023-12-16,18,98.22113
SC56,2023-12-16,19,98.22113
SC56,2023-12-16,20,98.22113
SC56,2023-12-16,21,98.22113
SC56,2023-12-16,22,98.22113
SC56,2023-12-16,23,98.22113
SC56,2023-12-17,0,98.22113
SC56,2023-12-17,1,98.22113
SC56,2023-12-17,2,98.22113
SC56,2023-12-17,3,98.22113
SC56,2023-12-17,4,98.22113
SC56,2023-12-17,5,98.22113
SC56,2023-12-17,6,98.22113
SC56,2023-12-17,7,98.22113
SC56,2023-12-17,8,98.22113
SC56,2023-12-17,9,98.22113
SC56,2023-12-17,10,98.22113
SC56,2023-12-17,11,98.22113
SC56,2023-12-17,12,98.22113
SC56,2023-12-17,13,98.22113
SC56,2023-12-17,14,98.22113
SC56,2023-12-17,15,98.22113
SC56,2023-12-17,16,98.22113
SC56,2023-12-17,17,98.22113
SC56,2023-12-17,18,98.22113
SC56,2023-12-17,19,98.22113
SC56,2023-12-17,20,98.22113
SC56,2023-12-17,21,98.22113
SC56,2023-12-17,22,98.22113
SC56,2023-12-17,23,98.22113
SC56,2023-12-18,0,98.22113
SC56,2023-12-18,1,98.22113
SC56,2023-12-18,2,98.22113
SC56,2023-12-18,3,98.22113
SC56,2023-12-18,4,98.22113
SC56,2023-12-18,5,98.22113
SC56,2023-12-18,6,98.22113
SC56,2023-12-18,7,98.22113
SC56,2023-12-18,8,98.22113
SC56,2023-12-18,9,98.22113
SC56,2023-12-18,10,98.22113
SC56,2023-12-18,11,98.22113
SC56,2023-12-18,12,98.22113
SC56,2023-12-18,13,98.22113
SC56,2023-12-18,14,98.22113
SC56,2023-12-18,15,98.22113
SC56,2023-12-18,16,98.22113
SC56,2023-12-18,17,98.22113
SC56,2023-12-18,18,98.22113
SC56,2023-12-18,19,98.22113
SC56,2023-12-18,20,98.22113
SC56,2023-12-18,21,98.22113
SC56,2023-12-18,22,98.22113
SC56,2023-12-18,23,98.22113
SC56,2023-12-19,0,98.22113
SC56,2023-12-19,1,98.22113
SC56,2023-12-19,2,98.22113
SC56,2023-12-19,3,98.22113
SC56,2023-12-19,4,98.22113
SC56,2023-12-19,5,98.22113
SC56,2023-12-19,6,98.22113
SC56,2023-12-19,7,98.22113
SC56,2023-12-19,8,98.22113
SC56,2023-12-19,9,98.22113
SC56,2023-12-19,10,98.22113
SC56,2023-12-19,11,98.22113
SC56,2023-12-19,12,98.22113
SC56,2023-12-19,13,98.22113
SC56,2023-12-19,14,98.22113
SC56,2023-12-19,15,98.22113
SC56,2023-12-19,16,98.22113
SC56,2023-12-19,17,98.22113
SC56,2023-12-19,18,98.22113
SC56,2023-12-19,19,98.22113
SC56,2023-12-19,20,98.22113
SC56,2023-12-19,21,98.22113
SC56,2023-12-19,22,98.22113
SC56,2023-12-19,23,98.22113
SC56,2023-12-20,0,98.22113
SC56,2023-12-20,1,98.22113
SC56,2023-12-20,2,98.22113
SC56,2023-12-20,3,98.22113
SC56,2023-12-20,4,98.22113
SC56,2023-12-20,5,98.22113
SC56,2023-12-20,6,98.22113
SC56,2023-12-20,7,98.22113
SC56,2023-12-20,8,98.22113
SC56,2023-12-20,9,98.22113
SC56,2023-12-20,10,98.22113
SC56,2023-12-20,11,98.22113
SC56,2023-12-20,12,98.22113
SC56,2023-12-20,13,98.22113
SC56,2023-12-20,14,98.22113
SC56,2023-12-20,15,98.22113
SC56,2023-12-20,16,98.22113
SC56,2023-12-20,17,98.22113
SC56,2023-12-20,18,98.22113
SC56,2023-12-20,19,98.22113
SC56,2023-12-20,20,98.22113
SC56,2023-12-20,21,98.22113
SC56,2023-12-20,22,98.22113
SC56,2023-12-20,23,98.22113
SC56,2023-12-21,0,98.22113
SC56,2023-12-21,1,98.22113
SC56,2023-12-21,2,98.22113
SC56,2023-12-21,3,98.22113
SC56,2023-12-21,4,98.22113
SC56,2023-12-21,5,98.22113
SC56,2023-12-21,6,98.22113
SC56,2023-12-21,7,98.22113
SC56,2023-12-21,8,98.22113
SC56,2023-12-21,9,98.22113
SC56,2023-12-21,10,98.22113
SC56,2023-12-21,11,98.22113
SC56,2023-12-21,12,98.22113
SC56,2023-12-21,13,98.22113
SC56,2023-12-21,14,98.22113
SC56,2023-12-21,15,98.22113
SC56,2023-12-21,16,98.22113
SC56,2023-12-21,17,98.22113
SC56,2023-12-21,18,98.22113
SC56,2023-12-21,19,98.22113
SC56,2023-12-21,20,98.22113
SC56,2023-12-21,21,98.22113
SC56,2023-12-21,22,98.22113
SC56,2023-12-21,23,98.22113
SC56,2023-12-22,0,98.22113
SC56,2023-12-22,1,98.22113
SC56,2023-12-22,2,98.22113
SC56,2023-12-22,3,98.22113
SC56,2023-12-22,4,98.22113
SC56,2023-12-22,5,98.22113
SC56,2023-12-22,6,98.22113
SC56,2023-12-22,7,98.22113
SC56,2023-12-22,8,98.22113
SC56,2023-12-22,9,98.22113
SC56,2023-12-22,10,98.22113
SC56,2023-12-22,11,98.22113
SC56,2023-12-22,12,98.22113
SC56,2023-12-22,13,98.22113
SC56,2023-12-22,14,98.22113
SC56,2023-12-22,15,98.22113
SC56,2023-12-22,16,98.22113
SC56,2023-12-22,17,98.22113
SC56,2023-12-22,18,98.22113
SC56,2023-12-22,19,98.22113
SC56,2023-12-22,20,98.22113
SC56,2023-12-22,21,98.22113
SC56,2023-12-22,22,98.22113
SC56,2023-12-22,23,98.22113
SC56,2023-12-23,0,98.22113
SC56,2023-12-23,1,98.22113
SC56,2023-12-23,2,98.22113
SC56,2023-12-23,3,98.22113
SC56,2023-12-23,4,98.22113
SC56,2023-12-23,5,98.22113
SC56,2023-12-23,6,98.22113
SC56,2023-12-23,7,98.22113
SC56,2023-12-23,8,98.22113
SC56,2023-12-23,9,98.22113
SC56,2023-12-23,10,98.22113
SC56,2023-12-23,11,98.22113
SC56,2023-12-23,12,98.22113
SC56,2023-12-23,13,98.22113
SC56,2023-12-23,14,98.22113
SC56,2023-12-23,15,98.22113
SC56,2023-12-23,16,98.22113
SC56,2023-12-23,17,98.22113
SC56,2023-12-23,18,98.22113
SC56,2023-12-23,19,98.22113
SC56,2023-12-23,20,98.22113
SC56,2023-12-23,21,98.22113
SC56,2023-12-23,22,98.22113
SC56,2023-12-23,23,98.22113
SC56,2023-12-24,0,98.22113
SC56,2023-12-24,1,98.22113
SC56,2023-12-24,2,98.22113
SC56,2023-12-24,3,98.22113
SC56,2023-12-24,4,98.22113
SC56,2023-12-24,5,98.22113
SC56,2023-12-24,6,98.22113
SC56,2023-12-24,7,98.22113
SC56,2023-12-24,8,98.22113
SC56,2023-12-24,9,98.22113
SC56,2023-12-24,10,98.22113
SC56,2023-12-24,11,98.22113
SC56,2023-12-24,12,98.22113
SC56,2023-12-24,13,98.22113
SC56,2023-12-24,14,98.22113
SC56,2023-12-24,15,98.22113
SC56,2023-12-24,16,98.22113
SC56,2023-12-24,17,98.22113
SC56,2023-12-24,18,98.22113
SC56,2023-12-24,19,98.22113
SC56,2023-12-24,20,98.22113
SC56,2023-12-24,21,98.22113
SC56,2023-12-24,22,98.22113
SC56,2023-12-24,23,98.22113
SC56,2023-12-25,0,98.22113
SC56,2023-12-25,1,98.22113
SC56,2023-12-25,2,98.22113
SC56,2023-12-25,3,98.22113
SC56,2023-12-25,4,98.22113
SC56,2023-12-25,5,98.22113
SC56,2023-12-25,6,98.22113
SC56,2023-12-25,7,98.22113
SC56,2023-12-25,8,98.22113
SC56,2023-12-25,9,98.22113
SC56,2023-12-25,10,98.22113
SC56,2023-12-25,11,98.22113
SC56,2023-12-25,12,98.22113
SC56,2023-12-25,13,98.22113
SC56,2023-12-25,14,98.22113
SC56,2023-12-25,15,98.22113
SC56,2023-12-25,16,98.22113
SC56,2023-12-25,17,98.22113
SC56,2023-12-25,18,98.22113
SC56,2023-12-25,19,98.22113
SC56,2023-12-25,20,98.22113
SC56,2023-12-25,21,98.22113
SC56,2023-12-25,22,98.22113
SC56,2023-12-25,23,98.22113
SC56,2023-12-26,0,98.22113
SC56,2023-12-26,1,98.22113
SC56,2023-12-26,2,98.22113
SC56,2023-12-26,3,98.22113
SC56,2023-12-26,4,98.22113
SC56,2023-12-26,5,98.22113
SC56,2023-12-26,6,98.22113
SC56,2023-12-26,7,98.22113
SC56,2023-12-26,8,98.22113
SC56,2023-12-26,9,98.22113
SC56,2023-12-26,10,98.22113
SC56,2023-12-26,11,98.22113
SC56,2023-12-26,12,98.22113
SC56,2023-12-26,13,98.22113
SC56,2023-12-26,14,98.22113
SC56,2023-12-26,15,98.22113
SC56,2023-12-26,16,98.22113
SC56,2023-12-26,17,98.22113
SC56,2023-12-26,18,98.22113
SC56,2023-12-26,19,98.22113
SC56,2023-12-26,20,98.22113
SC56,2023-12-26,21,98.22113
SC56,2023-12-26,22,98.22113
SC56,2023-12-26,23,98.22113
SC56,2023-12-27,0,98.22113
SC56,2023-12-27,1,98.22113
SC56,2023-12-27,2,98.22113
SC56,2023-12-27,3,98.22113
SC56,2023-12-27,4,98.22113
SC56,2023-12-27,5,98.22113
SC56,2023-12-27,6,98.22113
SC56,2023-12-27,7,98.22113
SC56,2023-12-27,8,98.22113
SC56,2023-12-27,9,98.22113
SC56,2023-12-27,10,98.22113
SC56,2023-12-27,11,98.22113
SC56,2023-12-27,12,98.22113
SC56,2023-12-27,13,98.22113
SC56,2023-12-27,14,98.22113
SC56,2023-12-27,15,98.22113
SC56,2023-12-27,16,98.22113
SC56,2023-12-27,17,98.22113
SC56,2023-12-27,18,98.22113
SC56,2023-12-27,19,98.22113
SC56,2023-12-27,20,98.22113
SC56,2023-12-27,21,98.22113
SC56,2023-12-27,22,98.22113
SC56,2023-12-27,23,98.22113
SC56,2023-12-28,0,98.22113
SC56,2023-12-28,1,98.22113
SC56,2023-12-28,2,98.22113
SC56,2023-12-28,3,98.22113
SC56,2023-12-28,4,98.22113
SC56,2023-12-28,5,98.22113
SC56,2023-12-28,6,98.22113
SC56,2023-12-28,7,98.22113
SC56,2023-12-28,8,98.22113
SC56,2023-12-28,9,98.22113
SC56,2023-12-28,10,98.22113
SC56,2023-12-28,11,98.22113
SC56,2023-12-28,12,98.22113
SC56,2023-12-28,13,98.22113
SC56,2023-12-28,14,98.22113
SC56,2023-12-28,15,98.22113
SC56,2023-12-28,16,98.22113
SC56,2023-12-28,17,98.22113
SC56,2023-12-28,18,98.22113
SC56,2023-12-28,19,98.22113
SC56,2023-12-28,20,98.22113
SC56,2023-12-28,21,98.22113
SC56,2023-12-28,22,98.22113
SC56,2023-12-28,23,98.22113
SC56,2023-12-29,0,98.22113
SC56,2023-12-29,1,98.22113
SC56,2023-12-29,2,98.22113
SC56,2023-12-29,3,98.22113
SC56,2023-12-29,4,98.22113
SC56,2023-12-29,5,98.22113
SC56,2023-12-29,6,98.22113
SC56,2023-12-29,7,98.22113
SC56,2023-12-29,8,98.22113
SC56,2023-12-29,9,98.22113
SC56,2023-12-29,10,98.22113
SC56,2023-12-29,11,98.22113
SC56,2023-12-29,12,98.22113
SC56,2023-12-29,13,98.22113
SC56,2023-12-29,14,98.22113
SC56,2023-12-29,15,98.22113
SC56,2023-12-29,16,98.22113
SC56,2023-12-29,17,98.22113
SC56,2023-12-29,18,98.22113
SC56,2023-12-29,19,98.22113
SC56,2023-12-29,20,98.22113
SC56,2023-12-29,21,98.22113
SC56,2023-12-29,22,98.22113
SC56,2023-12-29,23,98.22113
SC56,2023-12-30,0,98.22113
SC56,2023-12-30,1,98.22113
SC56,2023-12-30,2,98.22113
SC56,2023-12-30,3,98.22113
SC56,2023-12-30,4,98.22113
SC56,2023-12-30,5,98.22113
SC56,2023-12-30,6,98.22113
SC56,2023-12-30,7,98.22113
SC56,2023-12-30,8,98.22113
SC56,2023-12-30,9,98.22113
SC56,2023-12-30,10,98.22113
SC56,2023-12-30,11,98.22113
SC56,2023-12-30,12,98.22113
SC56,2023-12-30,13,98.22113
SC56,2023-12-30,14,98.22113
SC56,2023-12-30,15,98.22113
SC56,2023-12-30,16,98.22113
SC56,2023-12-30,17,98.22113
SC56,2023-12-30,18,98.22113
SC56,2023-12-30,19,98.22113
SC56,2023-12-30,20,98.22113
SC56,2023-12-30,21,98.22113
SC56,2023-12-30,22,98.22113
SC56,2023-12-30,23,98.22113
SC26,2023-11-30,20,169.72565
SC26,2023-11-30,21,348.1938
SC26,2023-11-30,22,378.5387
SC26,2023-11-30,23,342.85468
SC26,2023-12-01,0,318.20477
SC26,2023-12-01,1,314.56473
SC26,2023-12-01,2,317.30707
SC26,2023-12-01,3,318.71878
SC26,2023-12-01,4,318.6038
SC26,2023-12-01,5,318.2654
SC26,2023-12-01,6,318.16403
SC26,2023-12-01,7,318.19394
SC26,2023-12-01,8,318.22418
SC26,2023-12-01,9,318.22888
SC26,2023-12-01,10,318.22452
SC26,2023-12-01,11,318.22205
SC26,2023-12-01,12,318.22208
SC26,2023-12-01,13,318.22253
SC26,2023-12-01,14,318.22272
SC26,2023-12-01,15,318.22266
SC26,2023-12-01,16,318.22263
SC26,2023-12-01,17,318.2226
SC26,2023-12-01,18,318.2226
SC26,2023-12-01,19,318.2226
SC26,2023-12-01,20,318.2226
SC26,2023-12-01,21,318.2226
SC26,2023-12-01,22,318.2226
SC26,2023-12-01,23,318.2226
SC26,2023-12-02,0,318.2226
SC26,2023-12-02,1,318.2226
SC26,2023-12-02,2,318.2226
SC26,2023-12-02,3,318.2226
SC26,2023-12-02,4,318.2226
SC26,2023-12-02,5,318.2226
SC26,2023-12-02,6,318.2226
SC26,2023-12-02,7,318.2226
SC26,2023-12-02,8,318.2226
SC26,2023-12-02,9,318.2226
SC26,2023-12-02,10,318.2226
SC26,2023-12-02,11,318.2226
SC26,2023-12-02,12,318.2226
SC26,2023-12-02,13,318.2226
SC26,2023-12-02,14,318.2226
SC26,2023-12-02,15,318.2226
SC26,2023-12-02,16,318.2226
SC26,2023-12-02,17,318.2226
SC26,2023-12-02,18,318.2226
SC26,2023-12-02,19,318.2226
SC26,2023-12-02,20,318.2226
SC26,2023-12-02,21,318.2226
SC26,2023-12-02,22,318.2226
SC26,2023-12-02,23,318.2226
SC26,2023-12-03,0,318.2226
SC26,2023-12-03,1,318.2226
SC26,2023-12-03,2,318.2226
SC26,2023-12-03,3,318.2226
SC26,2023-12-03,4,318.2226
SC26,2023-12-03,5,318.2226
SC26,2023-12-03,6,318.2226
SC26,2023-12-03,7,318.2226
SC26,2023-12-03,8,318.2226
SC26,2023-12-03,9,318.2226
SC26,2023-12-03,10,318.2226
SC26,2023-12-03,11,318.2226
SC26,2023-12-03,12,318.2226
SC26,2023-12-03,13,318.2226
SC26,2023-12-03,14,318.2226
SC26,2023-12-03,15,318.2226
SC26,2023-12-03,16,318.2226
SC26,2023-12-03,17,318.2226
SC26,2023-12-03,18,318.2226
SC26,2023-12-03,19,318.2226
SC26,2023-12-03,20,318.2226
SC26,2023-12-03,21,318.2226
SC26,2023-12-03,22,318.2226
SC26,2023-12-03,23,318.2226
SC26,2023-12-04,0,318.2226
SC26,2023-12-04,1,318.2226
SC26,2023-12-04,2,318.2226
SC26,2023-12-04,3,318.2226
SC26,2023-12-04,4,318.2226
SC26,2023-12-04,5,318.2226
SC26,2023-12-04,6,318.2226
SC26,2023-12-04,7,318.2226
SC26,2023-12-04,8,318.2226
SC26,2023-12-04,9,318.2226
SC26,2023-12-04,10,318.2226
SC26,2023-12-04,11,318.2226
SC26,2023-12-04,12,318.2226
SC26,2023-12-04,13,318.2226
SC26,2023-12-04,14,318.2226
SC26,2023-12-04,15,318.2226
SC26,2023-12-04,16,318.2226
SC26,2023-12-04,17,318.2226
SC26,2023-12-04,18,318.2226
SC26,2023-12-04,19,318.2226
SC26,2023-12-04,20,318.2226
SC26,2023-12-04,21,318.2226
SC26,2023-12-04,22,318.2226
SC26,2023-12-04,23,318.2226
SC26,2023-12-05,0,318.2226
SC26,2023-12-05,1,318.2226
SC26,2023-12-05,2,318.2226
SC26,2023-12-05,3,318.2226
SC26,2023-12-05,4,318.2226
SC26,2023-12-05,5,318.2226
SC26,2023-12-05,6,318.2226
SC26,2023-12-05,7,318.2226
SC26,2023-12-05,8,318.2226
SC26,2023-12-05,9,318.2226
SC26,2023-12-05,10,318.2226
SC26,2023-12-05,11,318.2226
SC26,2023-12-05,12,318.2226
SC26,2023-12-05,13,318.2226
SC26,2023-12-05,14,318.2226
SC26,2023-12-05,15,318.2226
SC26,2023-12-05,16,318.2226
SC26,2023-12-05,17,318.2226
SC26,2023-12-05,18,318.2226
SC26,2023-12-05,19,318.2226
SC26,2023-12-05,20,318.2226
SC26,2023-12-05,21,318.2226
SC26,2023-12-05,22,318.2226
SC26,2023-12-05,23,318.2226
SC26,2023-12-06,0,318.2226
SC26,2023-12-06,1,318.2226
SC26,2023-12-06,2,318.2226
SC26,2023-12-06,3,318.2226
SC26,2023-12-06,4,318.2226
SC26,2023-12-06,5,318.2226
SC26,2023-12-06,6,318.2226
SC26,2023-12-06,7,318.2226
SC26,2023-12-06,8,318.2226
SC26,2023-12-06,9,318.2226
SC26,2023-12-06,10,318.2226
SC26,2023-12-06,11,318.2226
SC26,2023-12-06,12,318.2226
SC26,2023-12-06,13,318.2226
SC26,2023-12-06,14,318.2226
SC26,2023-12-06,15,318.2226
SC26,2023-12-06,16,318.2226
SC26,2023-12-06,17,318.2226
SC26,2023-12-06,18,318.2226
SC26,2023-12-06,19,318.2226
SC26,2023-12-06,20,318.2226
SC26,2023-12-06,21,318.2226
SC26,2023-12-06,22,318.2226
SC26,2023-12-06,23,318.2226
SC26,2023-12-07,0,318.2226
SC26,2023-12-07,1,318.2226
SC26,2023-12-07,2,318.2226
